'Flight phase','Flight type',Survivors,'Crash site',Region,'Crew on board','Crew fatalities','Pax on board','PAX fatalities','Other fatalities','Total fatalities','Crash cause'
'Landing (descent or approach)',Positioning,Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,Weather
'Takeoff (climb)',Training,Yes,'Airport (less than 10 km from airport)','North America',3,0,0,0,0,0,'Human factor'
'Takeoff (climb)',Private,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)',Executive/Corporate/Business,No,'Airport (less than 10 km from airport)',Africa,4,4,8,8,0,12,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,3,1,9,1,0,2,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,8,4,0,0,0,4,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,4,0,30,0,0,0,Unknown
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Africa,0,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,4,0,7,0,0,0,'Human factor'
Flight,Training,No,'Plain, Valley',Africa,3,3,0,0,0,3,'Human factor'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',1,0,3,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,4,0,0,0,0,0,Weather
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','South America',2,0,7,0,0,0,Unknown
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Plain, Valley','North America',1,0,4,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)',Oceania,2,2,18,18,0,20,Weather
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,5,0,43,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)',Asia,3,3,6,6,0,9,'Human factor'
'Takeoff (climb)',Private,Yes,'Lake, Sea, Ocean, River','North America',1,0,5,0,0,0,'Human factor'
'Takeoff (climb)',Military,Yes,'Airport (less than 10 km from airport)',Europe,5,0,11,0,0,0,Unknown
Flight,'Scheduled Revenue Flight',No,'Lake, Sea, Ocean, River','North America',18,18,212,212,0,230,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','Central America',2,0,16,1,0,1,Unknown
'Takeoff (climb)',Military,No,'Airport (less than 10 km from airport)',Africa,5,5,0,0,0,5,Unknown
'Takeoff (climb)',Humanitarian,Yes,'Airport (less than 10 km from airport)',Africa,2,0,0,0,0,0,Unknown
'Takeoff (climb)',Positioning,Yes,'Airport (less than 10 km from airport)',Europe,2,0,6,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,No,Mountains,'North America',1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)',Cargo,No,'Airport (less than 10 km from airport)','North America',3,3,1,1,0,4,'Technical failure'
'Takeoff (climb)',Ambulance,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Asia,3,0,5,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,4,0,45,8,0,8,Weather
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,4,0,7,0,0,0,Weather
'Landing (descent or approach)',Training,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)',Humanitarian,Yes,'Airport (less than 10 km from airport)',Africa,1,0,3,0,0,0,'Human factor'
Flight,Military,Yes,'Plain, Valley',Europe,2,0,9,0,0,0,'Technical failure'
'Landing (descent or approach)','Fire fighting',Yes,'Lake, Sea, Ocean, River',Europe,2,1,0,0,0,1,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,'Technical failure'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,6,0,100,0,0,0,'Technical failure'
'Landing (descent or approach)',Humanitarian,Yes,'Airport (less than 10 km from airport)',Africa,2,0,0,0,0,0,'Other causes'
'Landing (descent or approach)',Military,No,'Airport (less than 10 km from airport)',Europe,4,4,5,5,0,9,Weather
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Lake, Sea, Ocean, River','Central America',1,0,7,0,0,0,'Technical failure'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,0,0,0,0,0,0,Unknown
'Landing (descent or approach)',Executive/Corporate/Business,No,'Airport (less than 10 km from airport)',Europe,2,2,2,2,0,4,'Human factor'
Flight,Positioning,Yes,Mountains,'South America',2,0,0,0,0,0,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,'Lake, Sea, Ocean, River','North America',1,1,1,1,0,2,Unknown
'Landing (descent or approach)',Cargo,No,'Lake, Sea, Ocean, River','North America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Europe,2,0,1,0,0,0,'Human factor'
Flight,Cargo,Yes,'Lake, Sea, Ocean, River','North America',3,1,0,0,0,1,'Technical failure'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',1,0,2,0,0,0,'Human factor'
Flight,'Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','Central America',0,0,0,0,0,0,Unknown
'Takeoff (climb)',Military,No,Mountains,'North America',8,8,1,1,0,9,'Human factor'
Flight,'Scheduled Revenue Flight',Yes,'Plain, Valley',Europe,0,0,0,0,0,0,Unknown
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,Mountains,'North America',1,1,2,2,0,3,'Human factor'
'Landing (descent or approach)',Cargo,No,'Airport (less than 10 km from airport)',Europe,10,10,2,2,0,12,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,11,0,120,0,0,0,Weather
Flight,'Spraying (Agricultural)',No,'Plain, Valley',Oceania,1,1,0,0,0,1,'Human factor'
Flight,'Fire fighting',No,Mountains,Europe,1,1,0,0,0,1,Unknown
Flight,'Spraying (Agricultural)',No,'Plain, Valley',Europe,2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,Mountains,Europe,11,11,130,130,0,141,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Plain, Valley','North America',1,0,2,0,0,0,'Human factor'
Flight,Test,No,Mountains,'South America',2,2,6,6,0,8,Unknown
Flight,Private,No,'Plain, Valley','North America',1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',3,0,2,0,0,0,'Other causes'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,0,0,0,1,'Technical failure'
'Landing (descent or approach)',Cargo,No,Mountains,'South America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Technical failure'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)','Central America',2,2,3,3,0,5,'Human factor'
Flight,Positioning,No,Mountains,'North America',1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)',Private,No,'Airport (less than 10 km from airport)',Europe,1,1,1,1,0,2,Unknown
Flight,Positioning,No,Mountains,'North America',1,1,0,0,0,1,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Oceania,2,0,3,0,0,0,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',1,0,3,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,0,3,0,0,0,Weather
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Lake, Sea, Ocean, River','North America',1,1,1,1,0,2,'Human factor'
Flight,'Scheduled Revenue Flight',No,'Lake, Sea, Ocean, River','South America',9,9,61,61,0,70,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,2,2,19,4,0,6,Unknown
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,6,0,13,6,1,7,'Human factor'
'Landing (descent or approach)',Cargo,Yes,City,Europe,4,2,19,0,2,4,'Human factor'
Flight,'Spraying (Agricultural)',Yes,Mountains,Europe,2,0,2,0,0,0,'Human factor'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',2,0,1,0,0,0,'Human factor'
'Takeoff (climb)',Test,No,'Airport (less than 10 km from airport)','South America',1,1,2,2,0,3,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','South America',2,0,13,0,0,0,Unknown
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,Mountains,'North America',1,1,2,2,0,3,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','South America',0,0,0,0,0,0,'Other causes'
Flight,'Geographical / Geophysical / Scientific',No,Mountains,'South America',2,2,1,1,0,3,Unknown
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Human factor'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',No,'Airport (less than 10 km from airport)','North America',1,1,7,7,0,8,'Technical failure'
'Takeoff (climb)',Cargo,No,City,'South America',4,4,0,0,30,34,'Technical failure'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','South America',8,2,0,0,0,2,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','North America',2,0,11,0,0,0,'Other causes'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,4,3,33,2,0,5,'Human factor'
Flight,'Spraying (Agricultural)',No,'Plain, Valley',Oceania,1,1,0,0,0,1,'Human factor'
'Takeoff (climb)',Positioning,Yes,'Airport (less than 10 km from airport)','Central America',3,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','North America',2,0,5,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)','Central America',2,2,12,12,0,14,Unknown
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,6,0,9,0,0,0,'Other causes'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,5,0,24,0,0,0,'Human factor'
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,'Plain, Valley',Europe,1,1,7,7,0,8,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Airport (less than 10 km from airport)','North America',2,0,1,0,0,0,'Human factor'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',2,2,1,1,0,3,'Human factor'
Flight,'Scheduled Revenue Flight',No,'Plain, Valley',Asia,23,23,289,289,0,312,'Human factor'
Flight,'Scheduled Revenue Flight',No,'Plain, Valley',Asia,10,10,27,27,0,37,'Human factor'
'Landing (descent or approach)',Training,Yes,'Airport (less than 10 km from airport)','South America',2,0,0,0,0,0,Unknown
Flight,'Charter/Taxi (Non Scheduled Revenue Flight)',No,Mountains,Africa,1,1,7,7,0,8,'Technical failure'
Flight,'Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,1,13,13,0,14,'Human factor'
Flight,Military,No,'Plain, Valley','South America',2,2,7,7,0,9,'Human factor'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,4,4,0,5,'Human factor'
'Landing (descent or approach)',Demonstration,Yes,'Airport (less than 10 km from airport)',Oceania,0,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Airport (less than 10 km from airport)','North America',2,2,10,10,0,12,'Human factor'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
Flight,Military,Yes,'Lake, Sea, Ocean, River',World,11,10,0,0,0,10,'Technical failure'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,5,0,22,0,0,0,'Human factor'
Flight,Ambulance,No,Mountains,'North America',1,1,1,1,0,2,'Human factor'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)','North America',1,1,0,0,0,1,'Human factor'
'Takeoff (climb)',Cargo,No,Mountains,Asia,10,10,13,13,0,23,'Other causes'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)',Asia,1,0,2,0,0,0,'Other causes'
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,2,2,0,3,'Human factor'
'Takeoff (climb)','Scheduled Revenue Flight',Yes,Mountains,'South America',2,2,13,12,0,14,'Human factor'
'Landing (descent or approach)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,0,0,0,1,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,0,13,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)','North America',2,0,12,0,0,0,'Human factor'
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,2,2,15,14,2,18,'Technical failure'
'Takeoff (climb)',Cargo,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Technical failure'
'Landing (descent or approach)',Training,Yes,'Airport (less than 10 km from airport)',Europe,3,0,0,0,0,0,'Technical failure'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)',Asia,9,0,3,0,0,0,'Technical failure'
'Landing (descent or approach)',Cargo,No,'Lake, Sea, Ocean, River','Central America',1,1,0,0,0,1,'Technical failure'
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',1,1,1,0,0,1,'Human factor'
Flight,Training,No,Mountains,Africa,3,3,0,0,0,3,Unknown
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Asia,3,0,3,0,0,0,Unknown
'Landing (descent or approach)',Executive/Corporate/Business,No,'Airport (less than 10 km from airport)','North America',1,1,2,2,0,3,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,4,0,0,0,0,0,'Human factor'
'Takeoff (climb)',Military,No,'Airport (less than 10 km from airport)',Asia,6,6,11,11,0,17,'Human factor'
'Landing (descent or approach)',Cargo,No,'Airport (less than 10 km from airport)','South America',3,3,1,1,0,4,'Technical failure'
Flight,Test,No,Mountains,'North America',3,3,3,3,0,6,'Human factor'
'Landing (descent or approach)',Government,Yes,'Airport (less than 10 km from airport)',Asia,6,0,18,0,0,0,'Human factor'
Flight,Military,No,'Plain, Valley',Asia,5,5,17,17,0,22,'Technical failure'
'Landing (descent or approach)',Private,Yes,'Plain, Valley','North America',1,0,9,0,0,0,Weather
'Takeoff (climb)',Private,No,'Airport (less than 10 km from airport)','North America',1,1,3,3,0,4,'Human factor'
'Landing (descent or approach)',Positioning,No,'Airport (less than 10 km from airport)','North America',2,2,0,0,0,2,'Human factor'
'Takeoff (climb)',Test,Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,'Technical failure'
'Takeoff (climb)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',1,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',2,0,19,0,0,0,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,Mountains,Oceania,2,1,3,2,0,3,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',No,'Plain, Valley','North America',3,3,26,26,0,29,'Human factor'
'Landing (descent or approach)','Scheduled Revenue Flight',Yes,'Airport (less than 10 km from airport)',Africa,2,0,19,0,0,0,Unknown
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)','North America',2,0,0,0,0,0,'Human factor'
'Landing (descent or approach)',Cargo,Yes,'Airport (less than 10 km from airport)',Africa,5,0,0,0,0,0,'Technical failure'
'Landing (descent or approach)',Training,Yes,'Airport (less than 10 km from airport)','South America',2,0,0,0,0,0,'Human factor'
Flight,'Survey / Patrol / Reconnaissance',No,'Lake, Sea, Ocean, River',Asia,4,4,0,0,0,4,Unknown
'Takeoff (climb)','Charter/Taxi (Non Scheduled Revenue Flight)',Yes,'Airport (less than 10 km from airport)','North America',2,0,1,0,0,0,'Human factor'
